RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent
4,/img/pexels-photo-3632884.jpeg,saturation,0.0,0.8,leftImage,-153905391599781216,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,335,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-3042168.jpeg,tint,1.2,1.15,unsure,-4404132446916531712,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,336,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-3656424.jpeg,contrast,0.6,0.8,unsure,-6813568959342510080,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,337,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-383496.jpeg,lcontrast,20.0,10.0,unsure,-7286699405500852224,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,338,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-574073.jpeg,shadows,0.0,50.0,unsure,7710931240481009664,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,339,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-681831.jpeg,saturation,-0.6,-0.8,leftImage,959749857564508032,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1100943.jpeg,brightness,-0.2,-0.4,leftImage,306155335013865280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,341,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1341883.jpeg,exposure,-2.4,0.0,rightImage,-3603415611661589504,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,342,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1929703.jpeg,exposure,-3.0,0.0,rightImage,-752337106194924544,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,343,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1333320.jpeg,exposure,0.0,0.6,leftImage,-3171511135079599616,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,344,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1568620.jpeg,contrast,0.0,0.4,rightImage,-5901414408499232768,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,345,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-984580.jpeg,temperature,6500.0,3000.0,leftImage,-2205683073627155968,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,346,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2577951.jpeg,brightness,0.2,1.0,leftImage,-2019428297625025792,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,347,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1624076.jpeg,saturation,1.0,0.0,rightImage,-4794358519070204928,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,348,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
1,/img/pexels-photo-1058253.jpeg,temperature,6000.0,2000.0,leftImage,4360105789743070208,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,349,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-2227958.jpeg,lcontrast,6.0,4.0,unsure,-3309810323306539008,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-175568.jpeg,tint,1.0,1.05,leftImage,7311479015932882944,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,351,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1676767.jpeg,tint,1.0,1.15,leftImage,-3573844214988588544,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,352,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-189265.jpeg,saturation,0.0,0.2,rightImage,-7926042139852601344,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,353,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
11,/img/pexels-photo-2680504.jpeg,temperature,7000.0,6500.0,leftImage,-5591412669953063936,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,354,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
1,/img/pexels-photo-3512189.jpeg,exposure,0.6,1.8,leftImage,8513285520496729088,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,355,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1996969.jpeg,tint,1.15,1.0,rightImage,8788372137866170368,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,356,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-573914.jpeg,temperature,6500.0,6000.0,leftImage,3363728225854849024,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,357,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-3534796.jpeg,temperature,6500.0,14000.0,leftImage,2193989649658522624,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,358,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-804412.jpeg,brightness,-0.4,0.0,rightImage,6344219125685374976,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,359,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1363031.jpeg,saturation,0.8,0.0,leftImage,-8359380069447723008,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,360,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
13,/img/pexels-photo-271458.jpeg,shadows,50.0,80.0,unsure,8084808311705253888,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,361,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/striped-core-butterflies-butterfly-brown-53957.jpeg,brightness,0.0,-0.8,leftImage,-5380352614426501120,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,362,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2313210.jpeg,tint,0.9,0.85,unsure,4932206052926145536,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
95,/img/pexels-photo-691909.jpeg,tint,1.15,1.0,rightImage,-3982501922952824832,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,364,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-920840.jpeg,vibrance,25.0,60.0,leftImage,4110051830884132352,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,365,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2110933.jpeg,temperature,6500.0,2000.0,leftImage,-6720712938284362752,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,366,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2605864.jpeg,brightness,0.0,0.6,leftImage,6759790418393446400,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,367,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-2529152.jpeg,lcontrast,1.0,15.0,leftImage,-3377733332662388736,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,368,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1912711.jpeg,contrast,1.0,0.4,leftImage,5157585824390240256,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,369,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-1128335.jpeg,contrast,-0.8,-0.8,unsure,8801183829589109760,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-541216.jpeg,saturation,-1.0,-0.8,unsure,-8249452978207880192,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,371,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-71101.jpeg,contrast,0.0,0.4,rightImage,-2670306409667641344,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,372,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1398044.jpeg,highlights,-100.0,-80.0,leftImage,-4321517297498164736,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,373,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-429809.jpeg,highlights,-50.0,0.0,leftImage,-1707253916386798336,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,374,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1381153.jpeg,temperature,6500.0,10000.0,leftImage,8264965546328866816,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1276238.jpeg,tint,1.2,1.2,unsure,-5231741560461736960,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,376,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2229796.jpeg,brightness,-0.2,0.0,unsure,6364128806383626240,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,377,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2346009.jpeg,saturation,0.8,0.0,leftImage,-2945260041412535808,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,378,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1388888.jpeg,exposure,-1.8,0.0,rightImage,-2694284030394232320,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,379,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1367000.jpeg,temperature,6500.0,5000.0,leftImage,8239305214787079168,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,380,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2590655.jpeg,tint,1.0,1.25,leftImage,5284367062676886528,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,381,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-230864.jpeg,brightness,-0.2,0.0,leftImage,-661757400523249280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,382,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1487102.jpeg,saturation,0.0,0.2,rightImage,-3267071624741410304,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,383,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
735,/img/pexels-photo-2522708.jpeg,temperature,10000.0,20000.0,unsure,-8036079925958179840,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,384,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-2516541.jpeg,tint,0.95,0.9,leftImage,5005892567719574528,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,385,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1601464.jpeg,exposure,0.6,0.0,rightImage,-7355121721934894080,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,386,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-574324.jpeg,tint,0.95,0.8,leftImage,-7442169374025922560,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,387,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1382070.jpeg,saturation,0.0,-0.4,leftImage,-1534670925200067072,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,388,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-756022.jpeg,exposure,-0.6,0.0,rightImage,-7986450364995403776,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,389,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-754104.jpeg,temperature,5000.0,6500.0,rightImage,-202502408435928832,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,390,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2020891.jpeg,tint,0.85,1.0,rightImage,-114989799718818480,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,391,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-2956618.jpeg,saturation,-0.8,0.0,rightImage,-8663646707298325504,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,392,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-3192175.jpeg,contrast,-0.2,-0.4,leftImage,-790385010407072896,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,393,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-831084.jpeg,vibrance,25.0,0.0,leftImage,-7705988029222994944,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,394,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-1545090.jpeg,temperature,6500.0,6000.0,leftImage,2526339226545003008,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,395,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2759785.jpeg,shadows,50.0,60.0,leftImage,-6841038561651260416,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,396,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
8,/img/pexels-photo-1412196.jpeg,saturation,0.8,0.8,unsure,516117480509077888,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,397,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-2372945.jpeg,vibrance,80.0,100.0,rightImage,-1159042193691953920,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,398,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-1807891.jpeg,tint,0.95,0.95,unsure,4593833381901749760,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,399,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1526718.jpeg,exposure,0.6,0.6,unsure,1134618620602347008,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-691581.jpeg,temperature,2000.0,6500.0,unsure,-1220151726272648448,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2528145.jpeg,lcontrast,8.0,0.6,leftImage,-7622322609007612928,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,402,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-735301.jpeg,brightness,0.8,0.2,rightImage,-2806244009159466496,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2115435.jpeg,temperature,18000.0,16000.0,unsure,5588669841203158016,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1848617.jpeg,vibrance,0.0,0.0,unsure,1231941872788165632,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,405,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1458760.jpeg,brightness,0.0,-0.8,leftImage,-1918210765610468864,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,406,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-690782.jpeg,temperature,6000.0,6500.0,unsure,3809671735179321856,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,407,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-890607.jpeg,temperature,20000.0,14000.0,unsure,5246219471073815552,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,408,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-318209.jpeg,exposure,-0.6,-1.2,leftImage,-6028404143614311424,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,409,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
1,/img/pexels-photo-2506217.jpeg,highlights,-50.0,20.0,leftImage,-1930487369234543616,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,410,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1654485.jpeg,temperature,25000.0,6500.0,rightImage,4910001859712974848,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,411,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1807131.jpeg,contrast,-1.0,-0.6,error,-3980877356477053952,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,412,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1728164.jpeg,tint,1.0,1.25,leftImage,6563515105490145280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,413,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-799764.jpeg,vibrance,20.0,25.0,unsure,1038513338960630784,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1884303.jpeg,contrast,0.0,0.6,unsure,-497594769184554752,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,415,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2668314.jpeg,exposure,0.0,-0.6,leftImage,-2426662944042359296,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,416,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2137193.jpeg,shadows,40.0,20.0,unsure,3285808144894860288,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,417,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1855991.jpeg,saturation,0.0,0.2,leftImage,-3143027419332558336,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,418,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-866814.jpeg,lcontrast,0.6,15.0,leftImage,5209504258477811712,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,419,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-3060324.jpeg,vibrance,100.0,100.0,unsure,-3339209785227872768,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
