,RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent,leftNIMA,rightNIMA
3193,2,/img/pexels-photo-415604.jpeg,exposure,-1.2,0.0,rightImage,3940270734526734336,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,29,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.530936241149902,5.842130184173584
3195,15,/img/pexels-photo-1625478.jpeg,brightness,-0.2,-0.6,leftImage,204464556409839840,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,31,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.484677791595459,5.561516284942627
3198,6,/img/pexels-photo-3308741.jpeg,saturation,-0.2,-1.0,rightImage,-421889170410790848,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,34,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.996411323547363,6.099695682525635
3199,3,/img/pexels-photo-419282.jpeg,exposure,0.0,-0.6,leftImage,706282540823013632,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,35,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.297658920288086,4.975035667419434
3200,6,/img/pexels-photo-3541389.jpeg,brightness,0.6,0.0,rightImage,5140450748446324736,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,36,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.888865947723389,5.3107590675354
3201,2,/img/pexels-photo-1188036.jpeg,exposure,-1.8,0.0,rightImage,469242268732093888,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,37,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.692697525024414,5.149289608001709
3202,5,/img/pexels-photo-1816819.jpeg,contrast,1.0,0.0,leftImage,6503297521964604416,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,38,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.741390705108643,5.335057735443115
3204,11,/img/pexels-photo-1166889.jpeg,vibrance,40.0,60.0,leftImage,-6423033644648570880,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,40,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.4507012367248535,5.437648296356201
3205,2,/img/pexels-photo-445989.jpeg,brightness,0.0,0.8,leftImage,1559383729796346624,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,41,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.445817470550537,4.930183410644531
3209,4,/img/pexels-photo-1233282.jpeg,lcontrast,0.0,8.0,leftImage,-1406986659727327488,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,45,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.045562744140625,5.306882858276367
3210,5,/img/pexels-photo-2538107.jpeg,temperature,7000.0,10000.0,rightImage,-4589660418160607232,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,46,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.678493499755859,5.705277442932129
3211,2,/img/aurora-borealis-lofoten-norway-night.jpg,exposure,0.0,-0.6,leftImage,-14257020517544330,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,47,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",6.595902442932129,5.9062018394470215
3212,2,/img/pexels-photo-2612844.jpeg,brightness,-0.4,0.0,rightImage,477603938280917888,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,48,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.005837917327881,5.358022689819336
3213,16,/img/pexels-photo-923182.jpeg,lcontrast,0.0,5.0,leftImage,2549012655291717120,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,49,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.1094207763671875,5.36419153213501
3214,9,/img/pexels-photo-2254659.jpeg,saturation,0.0,1.0,rightImage,-4436393211794526208,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,50,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.424464225769043,5.343121528625488
3215,5,/img/pexels-photo-2508870.jpeg,shadows,50.0,100.0,leftImage,-8398832350144775168,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,51,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.726527690887451,5.617237091064453
3217,6,/img/pexels-photo-410756.jpeg,brightness,0.0,0.8,leftImage,3538206004832564736,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,53,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.569728851318359,4.893413543701172
3218,2,/img/pexels-photo-1232459.jpeg,exposure,0.0,2.4,leftImage,-6255783221606402048,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,54,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.426116466522217,4.478148460388184
3222,6,/img/pexels-photo-1048269.jpeg,contrast,-0.6,-0.4,rightImage,6580219993218566144,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,58,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.883790969848633,5.082062244415283
3223,6,/img/pexels-photo-2728784.jpeg,vibrance,0.0,0.0,leftImage,-4197142505059629568,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,59,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.053830146789551,5.053830146789551
3224,2,/img/pexels-photo-457044.jpeg,saturation,-0.8,-0.4,rightImage,-4636607466938461184,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,60,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.446199893951416,5.544193744659424
3225,5,/img/pexels-photo-1149691.jpeg,shadows,100.0,50.0,leftImage,1557505896577048832,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,61,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.176142692565918,5.404566764831543
3226,2,/img/pexels-photo-735279.jpeg,shadows,50.0,-40.0,leftImage,3338766604447072768,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,62,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.588754177093506,5.071099758148193
3227,3,/img/pexels-photo-2635393.jpeg,brightness,-1.0,0.0,rightImage,3474172307912684032,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,63,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.116677284240723,4.856178283691406
3228,4,/img/pexels-photo-802211.jpeg,vibrance,20.0,25.0,rightImage,-7781624793478928384,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,64,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.795382499694824,4.859151363372803
3230,6,/img/book-address-book-learning-learn-159751.jpeg,brightness,-0.4,0.0,rightImage,-2759306475950088704,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,66,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.520681858062744,5.416644096374512
3231,3,/img/pexels-photo-819373.jpeg,vibrance,25.0,0.0,leftImage,-7558556579355006976,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,67,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.767735004425049,4.7189178466796875
3232,11,/img/pexels-photo-2347470.jpeg,brightness,-0.2,0.0,leftImage,445300741916511232,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,68,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.442500114440918,5.546576023101807
3234,4,/img/pexels-photo-2253890.jpeg,vibrance,25.0,20.0,leftImage,7320032606778758144,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,70,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.562984466552734,5.503849029541016
3235,4,/img/pexels-photo-1380661.jpeg,shadows,50.0,100.0,leftImage,-7382649964667116544,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,71,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.853675365447998,4.740073204040527
3237,7,/img/pexels-photo-2869522.jpeg,exposure,1.8,0.0,rightImage,-7336663859277509632,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,73,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.6079301834106445,5.77574348449707
3238,2,/img/pexels-photo-2663666.jpeg,tint,1.0,1.25,leftImage,5893592223561594880,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,74,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.34497594833374,5.484170913696289
3239,4,/img/pexels-photo-2499458.jpeg,shadows,60.0,60.0,leftImage,1997737600049341696,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,75,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.853250503540039,4.853250503540039
3240,9,/img/pexels-photo-1340931.jpeg,temperature,6000.0,5000.0,leftImage,708529007187959040,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,76,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.452363967895508,5.4580864906311035
3241,7,/img/pexels-photo-620075.jpeg,temperature,7000.0,8000.0,rightImage,4743401384717404160,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,77,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.336521148681641,5.361323833465576
3242,5,/img/pexels-photo-1654484.jpeg,saturation,-0.8,0.0,rightImage,5359056655892130816,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,78,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.321661949157715,5.41857385635376
3243,6,/img/pexels-photo-1821476.jpeg,contrast,0.0,0.2,rightImage,9132640918472179712,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,79,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.270107746124268,5.198630332946777
3244,3,/img/pexels-photo-414582.jpeg,contrast,0.0,0.2,rightImage,-2645617715679279104,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,80,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.864717483520508,5.733691215515137
3245,2,/img/pexels-photo-1756759.png,shadows,50.0,0.0,leftImage,-8262246690994187264,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,81,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.115488529205322,5.118242263793945
3246,3,/img/pexels-photo-1340504.jpeg,lcontrast,0.2,3.0,leftImage,-9028956495436201984,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,82,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.16431188583374,5.25651216506958
3247,1,/img/pexels-photo-1113661.jpeg,brightness,1.0,0.0,rightImage,-1643996082382249216,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,83,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.923826217651367,5.459013938903809
3248,1,/img/pexels-photo-3582219.jpeg,lcontrast,6.0,0.0,leftImage,1687165624981965312,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,84,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.508261203765869,5.0396833419799805
3249,3,/img/pexels-photo-427650.jpeg,vibrance,25.0,100.0,rightImage,4598496934635799552,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,85,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.923816204071045,4.891026496887207
3250,4,/img/pexels-photo-776952.jpeg,lcontrast,40.0,15.0,rightImage,-1462139693718820352,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,86,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.382672309875488,5.356060028076172
3251,5,/img/pexels-photo-3009964.jpeg,vibrance,25.0,80.0,rightImage,-5382197875110076416,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,87,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.996866703033447,4.881746768951416
3252,17,/img/pexels-photo-356175.jpeg,lcontrast,0.4,15.0,leftImage,2902833029176976384,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,88,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.593693256378174,5.6088690757751465
3253,4,/img/pexels-photo-604656.jpeg,lcontrast,6.0,0.4,rightImage,-1512930835295484672,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,89,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.061589241027832,5.024811267852783
3254,4,/img/strommast-sun-energy-power-line-53548.jpeg,vibrance,20.0,20.0,rightImage,1364712822431436032,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,90,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.27208137512207,5.27208137512207
3255,2,/img/pexels-photo-3639623.jpeg,shadows,-20.0,50.0,rightImage,-2182612223993771008,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,91,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.034048557281494,5.023818492889404
3256,2,/img/bormio-river-pebbles-italy-660548.jpeg,lcontrast,15.0,0.0,leftImage,-7360394027243592704,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,92,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.962083339691162,4.921931266784668
3257,2,/img/pexels-photo-887764.jpeg,tint,1.25,1.0,rightImage,-7805416262440554496,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,93,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.7243571281433105,5.036214828491211
3258,4,/img/pexels-photo-194358.jpeg,contrast,0.4,0.6,leftImage,-388319312730660864,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,94,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.384491920471191,5.388534069061279
3259,6,/img/pexels-photo-374072.jpeg,shadows,50.0,80.0,rightImage,2023888535713672448,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,95,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.529689788818359,5.443709373474121
3260,2,/img/pexels-photo-2234418.jpeg,contrast,-0.2,-1.0,leftImage,-8637531894543831040,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,96,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.195230960845947,4.009790897369385
3261,2,/img/pexels-photo-1104035.jpeg,highlights,-100.0,-60.0,rightImage,-1217273961268893184,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,97,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.466235637664795,5.257836818695068
3262,3,/img/pexels-photo-1187911.jpeg,tint,1.0,1.1,leftImage,6163751718304914432,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,98,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.174302577972412,5.038300037384033
3263,1,/img/pexels-photo-963277.jpeg,exposure,-1.8,0.0,rightImage,-7504753192433818624,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,99,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.815455913543701,5.433806419372559
3264,4,/img/pexels-photo-707540.jpeg,temperature,22000.0,12000.0,leftImage,2411262784541708288,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,100,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.750624656677246,5.561347007751465
3265,8,/img/pexels-photo-1140751.jpeg,highlights,-50.0,-60.0,leftImage,-7043699086499876864,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,101,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.953444957733154,4.891446590423584
3266,2,/img/pexels-photo-3125637.jpeg,lcontrast,0.0,30.0,leftImage,3112692240551355904,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,102,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.440424919128418,4.9411773681640625
3268,3,/img/pexels-photo-715825.jpeg,lcontrast,0.0,5.0,leftImage,-3443605091214437376,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,104,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.221308708190918,5.574582576751709
3269,3,/img/pexels-photo-3579519.jpeg,highlights,-80.0,-80.0,rightImage,-3938608529271659520,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,105,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.16668176651001,5.16668176651001
3270,7,/img/pexels-photo-2480737.jpeg,contrast,-0.6,0.0,rightImage,3415925739740381696,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,106,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.391199588775635,5.03668212890625
3271,3,/img/pexels-photo-877994.jpeg,tint,0.95,0.75,leftImage,6201843999921562624,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,107,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.780635356903076,5.575563430786133
3272,2,/img/pexels-photo-1845388.jpeg,brightness,0.0,0.2,leftImage,-5284916355848066048,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,108,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.340240955352783,5.2537031173706055
